Status v2,File update Date,Customer Code,Account Name,Renewal Year,Renewal Date,ACV ($CAD),CY Contract Stage,CZ Churn Risk,Region,Cloud/On-Prem,Product Detail,Entity Code,Country,Pod,CSM
Upcoming,31-Jul-25,C-003784,Dataforce Verlagsgesellschaft für Business Informationen mbH,2026,10/10/2026,14452,In-Commitment,Medium risk,EMEA,Cloud,FP&A,E-100,Germany,Unassigned,Kushal Sthapak
Upcoming,31-Jul-25,C-003784,Dataforce Verlagsgesellschaft für Business Informationen mbH,2027,10/10/2027,15175,Renewal Year,Medium risk,EMEA,Cloud,FP&A,E-100,Germany,Unassigned,Kushal Sthapak
Pending Payment,31-Jul-25,C-003790,"Bermuda Motors, the Bermuda Company Ltd.",2025,10/22/2025,26128,In-Commitment,Medium risk,North America,Cloud,FP&A,E-100,Bermuda,Unassigned,Sobhan Kashani
Upcoming,31-Jul-25,C-003790,"Bermuda Motors, the Bermuda Company Ltd.",2026,10/22/2026,27434,In-Commitment,Medium risk,North America,Cloud,FP&A,E-100,Bermuda,Unassigned,Sobhan Kashani
Upcoming,31-Jul-25,C-003790,"Bermuda Motors, the Bermuda Company Ltd.",2027,10/22/2027,28806,Renewal Year,Medium risk,North America,Cloud,FP&A,E-100,Bermuda,Unassigned,Sobhan Kashani
Upcoming,31-Jul-25,C-004567,Camandona SA,2026,1/1/2026,32960,In-Commitment,Medium risk,EMEA,Cloud,FP&A,E-100,Switzerland,Unassigned,Yassine Fenniche
Upcoming,31-Jul-25,C-004567,Camandona SA,2027,1/1/2027,34608,In-Commitment,Medium risk,EMEA,Cloud,FP&A,E-100,Switzerland,Unassigned,Yassine Fenniche
Renewed,31-Jul-25,C-004567,Camandona SA,2025,1/1/2025,32960,In-Commitment,Medium risk,EMEA,Cloud,FP&A,E-100,Switzerland,Unassigned,Yassine Fenniche
Upcoming,31-Jul-25,C-004614,"IKI Lietuva, UAB",2026,2/1/2026,55722,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Lithuania,Unassigned,Yassine Fenniche
Upcoming,31-Jul-25,C-004614,"IKI Lietuva, UAB",2027,2/1/2027,58508,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Lithuania,Unassigned,Yassine Fenniche
Renewed,31-Jul-25,C-004614,"IKI Lietuva, UAB",2025,2/1/2025,55722,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Lithuania,Unassigned,Yassine Fenniche
Upcoming,31-Jul-25,C-004737,SOS International A/S,2026,1/29/2026,61605,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Denmark,Unassigned,Yassine Fenniche
Upcoming,31-Jul-25,C-004737,SOS International A/S,2027,1/29/2027,64685,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Denmark,Unassigned,Yassine Fenniche
Renewed,31-Jul-25,C-004737,SOS International A/S,2025,1/29/2025,0,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Denmark,Unassigned,Yassine Fenniche
Renewed,31-Jul-25,C-004737,SOS International A/S,2025,9/1/2025,8258,Renewal Year,Low Risk,EMEA,OnPrem,FP&A,E-100,Denmark,Unassigned,Yassine Fenniche
Upcoming,31-Jul-25,C-004737,SOS International A/S,2026,9/1/2026,9331,Renewal Year,Low Risk,EMEA,OnPrem,FP&A,E-100,Denmark,Unassigned,Yassine Fenniche
Upcoming,31-Jul-25,C-004737,SOS International A/S,2027,9/1/2027,10545,Renewal Year,Low Risk,EMEA,OnPrem,FP&A,E-100,Denmark,Unassigned,Yassine Fenniche
Renewed,31-Jul-25,C-000578,Freeport Container Port,2024,8/15/2024,7326,Renewal Year,High risk,North America,OnPrem,FP&A,E-100,Bahamas,non CSP,Rugaia Saadabi
Renewed,31-Jul-25,C-000637,Starr International,2024,5/14/2024,9014,Renewal Year,High risk,North America,OnPrem,FP&A,E-100,Bermuda,non CSP,Kushal Sthapak
Renewed,31-Jul-25,C-001373,St. Kitts Marriott Resort,2024,11/15/2024,15450,Renewal Year,High risk,North America,OnPrem,FP&A,E-100,Antigua and Barbuda,non CSP,Zunair Munami
Renewed,31-Jul-25,C-001762,Massy Energy,2024,9/1/2024,33309,Renewal Year,Medium risk,North America,Cloud,FP&A,E-100,Trinidad and Tobago,non CSP,Sobhan Kashani
Renewed,31-Jul-25,C-002370,Acero Prime c/o PASE,2024,7/1/2024,16053,In-Commitment,High risk,North America,Cloud,FP&A,E-100,Mexico,non CSP,Kushal Sthapak
Renewed,31-Jul-25,C-002981,Trafigura c/o Beny Y Brau,2024,9/30/2024,24418,In-Commitment,Medium risk,North America,Cloud,FP&A,E-100,Mexico,non CSP,Rugaia Saadabi
Pending Payment,31-Jul-25,C-003621,One Caribbean Media Limited c/o Online Technologies,2024,1/22/2024,20194,In-Commitment,Medium risk,North America,Cloud,FP&A,E-100,Trinidad and Tobago,non CSP,Sobhan Kashani
Renewed,31-Jul-25,C-003677,Auto Solutions Limited,2024,4/22/2024,6790,Renewal Year,Medium risk,North America,OnPrem,FP&A,E-100,Bermuda,non CSP,Rugaia Saadabi
Renewed,31-Jul-25,C-003761,Market Place,2024,10/1/2024,14302,Renewal Year,High risk,North America,OnPrem,FP&A,E-100,Bermuda,non CSP,Sobhan Kashani
Pending Payment,31-Jul-25,C-000155,Motorambar Inc.,2025,10/1/2025,26689,Renewal Year,Medium risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-000155,Motorambar Inc.,2026,10/1/2026,28024,Renewal Year,Medium risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-000155,Motorambar Inc.,2027,10/1/2027,29425,Renewal Year,Medium risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Renewed,31-Jul-25,C-000220,First Medical,2025,1/1/2025,44095,In-Commitment,Medium risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-000220,First Medical,2026,1/1/2026,44095,Renewal Year,Medium risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-000220,First Medical,2027,1/1/2027,46300,Renewal Year,Medium risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-001373,St. Kitts Marriott Resort,2026,1/1/2026,16995,Renewal Year,High risk,North America,Cloud,FP&A,E-100,Antigua and Barbuda,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-001373,St. Kitts Marriott Resort,2027,1/1/2027,17844,Renewal Year,High risk,North America,Cloud,FP&A,E-100,Antigua and Barbuda,non CSP,Zunair Munami
Renewed,31-Jul-25,C-001373,St. Kitts Marriott Resort,2025,1/1/2025,16995,In-Commitment,High risk,North America,Cloud,FP&A,E-100,Antigua and Barbuda,non CSP,Zunair Munami
Pending Payment,31-Jul-25,C-001744,PRISA Group,2025,8/1/2025,41555,In-Commitment,Medium risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-001744,PRISA Group,2026,8/1/2026,43633,Renewal Year,Medium risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-001744,PRISA Group,2027,8/1/2027,45814,Renewal Year,Medium risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-002370,Acero Prime c/o PASE,2026,7/1/2026,16053,In-Commitment,High risk,North America,Cloud,FP&A,E-100,Mexico,non CSP,Kushal Sthapak
Upcoming,31-Jul-25,C-002370,Acero Prime c/o PASE,2027,7/1/2027,16856,In-Commitment,High risk,North America,Cloud,FP&A,E-100,Mexico,non CSP,Kushal Sthapak
Pending Payment,31-Jul-25,C-002370,Acero Prime c/o PASE,2025,7/1/2025,16053,Renewal Year,High risk,North America,Cloud,FP&A,E-100,Mexico,non CSP,Kushal Sthapak
Upcoming,31-Jul-25,C-003094,Chloride c/o DIMO Data Performance,2025,12/1/2025," 20,726 ",Renewal Year,High risk,EMEA,Cloud,FP&A,E-100,France,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003094,Chloride c/o DIMO Data Performance,2026,12/1/2026,21762,Renewal Year,High risk,EMEA,Cloud,FP&A,E-100,France,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003094,Chloride c/o DIMO Data Performance,2027,12/1/2027,22850,Renewal Year,High risk,EMEA,Cloud,FP&A,E-100,France,non CSP,Julien Vachaud
Renewed,31-Jul-25,C-003169,Heinrich Kipp Werk KG,2025,7/3/2025,52981,In-Commitment,High risk,EMEA,Cloud,FP&A,E-100,Germany,non CSP,Grace Adafia
Upcoming,31-Jul-25,C-003169,Heinrich Kipp Werk KG,2026,7/3/2026,55238,Renewal Year,High risk,EMEA,Cloud,FP&A,E-100,Germany,non CSP,Grace Adafia
Upcoming,31-Jul-25,C-003169,Heinrich Kipp Werk KG,2027,7/3/2027,58000,Renewal Year,High risk,EMEA,Cloud,FP&A,E-100,Germany,non CSP,Grace Adafia
Renewed,31-Jul-25,C-003172,Federazione Artigiani Imprenditori Vicentini,2025,3/27/2025,17914,In-Commitment,Medium risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003172,Federazione Artigiani Imprenditori Vicentini,2026,3/27/2026,19297,Renewal Year,Medium risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003172,Federazione Artigiani Imprenditori Vicentini,2027,3/27/2027,20262,Renewal Year,Medium risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Renewed,31-Jul-25,C-003181,Fontana Pelletterie S.p.A.,2025,4/20/2025,40521,In-Commitment,Medium risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Yassine Fenniche
Upcoming,31-Jul-25,C-003181,Fontana Pelletterie S.p.A.,2026,4/20/2026,42547,Renewal Year,Medium risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Yassine Fenniche
Upcoming,31-Jul-25,C-003181,Fontana Pelletterie S.p.A.,2027,4/20/2027,44674,Renewal Year,Medium risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Yassine Fenniche
Renewed,31-Jul-25,C-003259,Costa Levigatrici SPA,2025,10/1/2025,21997,In-Commitment,Medium risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003259,Costa Levigatrici SPA,2026,10/1/2026,23096,Renewal Year,Medium risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003259,Costa Levigatrici SPA,2027,10/1/2027,24251,Renewal Year,Medium risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003602,SARETEC DEVELOPPEMENT c/o DIMO Data Performance,2025,12/30/2025,42214,In-Commitment,Medium risk,EMEA,Cloud,FP&A,E-100,France,non CSP,Yassine Fenniche
Upcoming,31-Jul-25,C-003602,SARETEC DEVELOPPEMENT c/o DIMO Data Performance,2026,12/30/2026,44324,Renewal Year,Medium risk,EMEA,Cloud,FP&A,E-100,France,non CSP,Yassine Fenniche
Upcoming,31-Jul-25,C-003602,SARETEC DEVELOPPEMENT c/o DIMO Data Performance,2027,12/30/2027,46541,Renewal Year,Medium risk,EMEA,Cloud,FP&A,E-100,France,non CSP,Yassine Fenniche
Upcoming,31-Jul-25,C-003647,Vaimo SpA,2026,2/19/2026,19539,In-Commitment,Medium risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Renewed,31-Jul-25,C-003647,Vaimo SpA,2025,2/19/2025,18974,In-Commitment,Medium risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003647,Vaimo SpA,2027,2/19/2027,20516,Renewal Year,Medium risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003687,Argus Group Holdings Limited,2026,7/1/2026,78210,In-Commitment,Medium risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Rugaia Saadabi
Renewed,31-Jul-25,C-003687,Argus Group Holdings Limited,2025,7/1/2025,73901,In-Commitment,Medium risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Rugaia Saadabi
Upcoming,31-Jul-25,C-003687,Argus Group Holdings Limited,2027,7/1/2027,82121,Renewal Year,Medium risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Rugaia Saadabi
Pending Payment,31-Jul-25,C-003726,EUC Syd,2025,10/1/2025,32393,In-Commitment,Medium risk,EMEA,Cloud,FP&A,E-100,Denmark,non CSP,Grace Adafia
Upcoming,31-Jul-25,C-003726,EUC Syd,2026,10/1/2026,34012,In-Commitment,Medium risk,EMEA,Cloud,FP&A,E-100,Denmark,non CSP,Grace Adafia
Upcoming,31-Jul-25,C-003726,EUC Syd,2027,10/1/2027,35713,Renewal Year,Medium risk,EMEA,Cloud,FP&A,E-100,Denmark,non CSP,Grace Adafia
Renewed,31-Jul-25,C-000159,Ensenada Int'l Terminal,2024,10/1/2024,8885,In-Commitment,Low Risk,North America,Cloud,FP&A,E-100,Mexico,non CSP,Sobhan Kashani
Renewed,31-Jul-25,C-000513,Liberty Group Limited,2024,11/1/2024,78208,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Kushal Sthapak
Renewed,31-Jul-25,C-001044,WGM Group,2024,10/1/2024,19477,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Trinidad and Tobago,non CSP,Sobhan Kashani
Renewed,31-Jul-25,C-001238,Massy Woodgroup Ltd,2024,10/4/2024,26896,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Trinidad and Tobago,non CSP,Sobhan Kashani
Renewed,31-Jul-25,C-001639,Massy Distribution (Trinidad),2024,2/29/2024,42167,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Trinidad and Tobago,non CSP,Sobhan Kashani
Renewed,31-Jul-25,C-001813,TECU Credit Union Co-operative Society Ltd,2024,12/1/2024,43132,In-Commitment,Low Risk,North America,Cloud,FP&A,E-100,Trinidad and Tobago,non CSP,Sobhan Kashani
Renewed,31-Jul-25,C-001850,Massy Motors Ltd,2024,2/1/2024,33426,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Trinidad and Tobago,non CSP,Sobhan Kashani
Pending Payment,31-Jul-25,C-001909,BF&M Limited,2024,4/1/2024,132032,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Rugaia Saadabi
Cancelled,31-Jul-25,C-002102,Aegis Business Solutions Limited,2024,11/15/2024,27559,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Trinidad and Tobago,non CSP,Sobhan Kashani
Renewed,31-Jul-25,C-002313,GHT Corp c/o Beny & Brau,2024,3/31/2024,44547,In-Commitment,Low Risk,North America,Cloud,FP&A,E-100,Mexico,non CSP,Kushal Sthapak
Renewed,31-Jul-25,C-002374,Southern Cross Cable Network,2024,9/1/2024,55190,In-Commitment,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Rugaia Saadabi
Renewed,31-Jul-25,C-003393,Bermuda Monetary Authority,2024,10/9/2024,123456,In-Commitment,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Jacquie Schmidt
Pending Payment,31-Jul-25,C-003687,Argus Group Holdings Limited,2024,4/1/2024,28519,Renewal Year,Low Risk,North America,OnPrem,FP&A,E-100,Bermuda,non CSP,Rugaia Saadabi
Renewed,31-Jul-25,C-000118,QSR Champs,2025,4/1/2025,23149,In-Commitment,Low Risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-000118,QSR Champs,2026,4/1/2026,23148,In-Commitment,Low Risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-000118,QSR Champs,2027,4/1/2027,24306,Renewal Year,Low Risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Renewed,31-Jul-25,C-000276,Puerto Rico Waste Industries Corp,2025,1/1/2025,31895,In-Commitment,Low Risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-000276,Puerto Rico Waste Industries Corp,2026,1/1/2026,31895,Renewal Year,Low Risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-000276,Puerto Rico Waste Industries Corp,2027,1/1/2027,33490,Renewal Year,Low Risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Pending Payment,31-Jul-25,C-000637,Starr International,2025,11/1/2025,21300,In-Commitment,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Kushal Sthapak
Upcoming,31-Jul-25,C-000637,Starr International,2026,11/1/2026,22365,In-Commitment,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Kushal Sthapak
Upcoming,31-Jul-25,C-000637,Starr International,2027,11/1/2027,23483,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Kushal Sthapak
Renewed,31-Jul-25,C-000886,Aerostar Airport Holding,2025,1/1/2025,58699,In-Commitment,Low Risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-000886,Aerostar Airport Holding,2026,1/1/2026,63132,Renewal Year,Low Risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-000886,Aerostar Airport Holding,2027,1/1/2027,66288,Renewal Year,Low Risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Renewed,31-Jul-25,C-001696,Universidad Sagrado Corazón,2025,5/1/2025,45953,Renewal Year,Low Risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-001696,Universidad Sagrado Corazón,2026,5/1/2026,48209,Renewal Year,Low Risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-001696,Universidad Sagrado Corazón,2027,5/1/2027,50619,Renewal Year,Low Risk,LATAM,Cloud,FP&A,E-100,Puerto Rico,non CSP,Zunair Munami
Renewed,31-Jul-25,C-001909,BF&M Limited,2025,4/1/2025,141915,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Rugaia Saadabi
Upcoming,31-Jul-25,C-001909,BF&M Limited,2026,4/1/2026,120994,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Rugaia Saadabi
Upcoming,31-Jul-25,C-001909,BF&M Limited,2027,4/1/2027,127044,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Rugaia Saadabi
Renewed,31-Jul-25,C-002374,Southern Cross Cable Network,2025,9/1/2025,60877,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-002374,Southern Cross Cable Network,2026,9/1/2026,67102,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-002374,Southern Cross Cable Network,2027,9/1/2027,70457,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Zunair Munami
Upcoming,31-Jul-25,C-003164,Chiesi Poland Sp. z o.o.,2026,3/1/2026,61227,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Renewed,31-Jul-25,C-003164,Chiesi Poland Sp. z o.o.,2025,3/1/2025,53897,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Upcoming,31-Jul-25,C-003164,Chiesi Poland Sp. z o.o.,2027,3/1/2027,64289,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Renewed,31-Jul-25,C-003168,Wydawnictwo Pedagogiczne Operon Sp. z o.o.,2025,4/1/2025,35447,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Upcoming,31-Jul-25,C-003168,Wydawnictwo Pedagogiczne Operon Sp. z o.o.,2026,4/1/2026,37450,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Upcoming,31-Jul-25,C-003168,Wydawnictwo Pedagogiczne Operon Sp. z o.o.,2027,4/1/2027,39323,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Renewed,31-Jul-25,C-003180,Sieć Badawcza Łukasiewicz - Instytut Lotnictwa,2025,4/1/2025,42898,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Upcoming,31-Jul-25,C-003180,Sieć Badawcza Łukasiewicz - Instytut Lotnictwa,2026,4/1/2026,33851,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Upcoming,31-Jul-25,C-003180,Sieć Badawcza Łukasiewicz - Instytut Lotnictwa,2027,4/1/2027,35543,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Renewed,31-Jul-25,C-003183,INTOCAST AG,2025,7/31/2025,36142,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Germany,non CSP,Yassine Fenniche
Upcoming,31-Jul-25,C-003183,INTOCAST AG,2026,7/31/2026,37682,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Germany,non CSP,Yassine Fenniche
Upcoming,31-Jul-25,C-003183,INTOCAST AG,2027,7/31/2027,39189,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Germany,non CSP,Yassine Fenniche
Renewed,31-Jul-25,C-003192,LRMG,2025,4/17/2025,42600,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,South Africa,non CSP,Yassine Fenniche
Upcoming,31-Jul-25,C-003192,LRMG,2026,4/17/2026,46046,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,South Africa,non CSP,Yassine Fenniche
Upcoming,31-Jul-25,C-003192,LRMG,2027,4/17/2027,48349,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,South Africa,non CSP,Yassine Fenniche
Renewed,31-Jul-25,C-003201,FAB s.r.l.,2025,5/8/2025,24780,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003201,FAB s.r.l.,2026,5/8/2026,25518,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003201,FAB s.r.l.,2027,5/8/2027,26794,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Renewed,31-Jul-25,C-003206,Fives OTO Spa,2025,5/15/2025,31690,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003206,Fives OTO Spa,2026,5/15/2026,32635,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003206,Fives OTO Spa,2027,5/15/2027,34266,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Renewed,31-Jul-25,C-003226,ATMAN SP. Z O.O.,2025,6/1/2025,74852,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Upcoming,31-Jul-25,C-003226,ATMAN SP. Z O.O.,2026,6/1/2026,78594,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Upcoming,31-Jul-25,C-003226,ATMAN SP. Z O.O.,2027,6/1/2027,82524,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Renewed,31-Jul-25,C-003227,ULMA CONSTRUCCION POLSKA S.A.,2025,6/1/2025,43628,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Upcoming,31-Jul-25,C-003227,ULMA CONSTRUCCION POLSKA S.A.,2026,6/1/2026,46093,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Upcoming,31-Jul-25,C-003227,ULMA CONSTRUCCION POLSKA S.A.,2027,6/1/2027,48398,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Poland,non CSP,Lianne Livingstone
Renewed,31-Jul-25,C-003228,Sikla GmbH,2025,8/10/2025,57355,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Germany,non CSP,Grace Adafia
Upcoming,31-Jul-25,C-003228,Sikla GmbH,2026,8/10/2026,63064,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Germany,non CSP,Grace Adafia
Upcoming,31-Jul-25,C-003228,Sikla GmbH,2027,8/10/2027,66218,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Germany,non CSP,Grace Adafia
Renewed,31-Jul-25,C-003260,CARAN D'ACHE SA c/o DIMO Data Performance,2025,6/15/2025,31258,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,France,non CSP,Grace Adafia
Upcoming,31-Jul-25,C-003260,CARAN D'ACHE SA c/o DIMO Data Performance,2026,6/15/2026,31258,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,France,non CSP,Grace Adafia
Upcoming,31-Jul-25,C-003260,CARAN D'ACHE SA c/o DIMO Data Performance,2027,6/15/2027,32820,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,France,non CSP,Grace Adafia
Renewed,31-Jul-25,C-003262,zetVisions GmbH,2025,7/10/2025,51035,In-Commitment,Low Risk,EMEA,Cloud,FP&A,E-100,Germany,non CSP,Grace Adafia
Upcoming,31-Jul-25,C-003262,zetVisions GmbH,2026,7/10/2026,53209,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Germany,non CSP,Grace Adafia
Upcoming,31-Jul-25,C-003262,zetVisions GmbH,2027,7/10/2027,55869,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Germany,non CSP,Grace Adafia
Pending Payment,31-Jul-25,C-003393,Bermuda Monetary Authority,2025,10/9/2025,130987,In-Commitment,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Phil Maciaszek
Upcoming,31-Jul-25,C-003393,Bermuda Monetary Authority,2026,10/9/2026,137536,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Phil Maciaszek
Upcoming,31-Jul-25,C-003393,Bermuda Monetary Authority,2027,10/9/2027,144413,Renewal Year,Low Risk,North America,Cloud,FP&A,E-100,Bermuda,non CSP,Phil Maciaszek
Renewed,31-Jul-25,C-003442,Fassi Holding S.r.l.,2025,2/1/2025,17760,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
Upcoming,31-Jul-25,C-003442,Fassi Holding S.r.l.,2026,2/1/2026,20424,Renewal Year,Low Risk,EMEA,Cloud,FP&A,E-100,Italy,non CSP,Julien Vachaud
